@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute inputs-61 numeric
@attribute inputs-62 numeric
@attribute inputs-63 numeric
@attribute inputs-64 numeric
@attribute inputs-65 numeric
@attribute inputs-66 numeric
@attribute inputs-67 numeric
@attribute inputs-68 numeric
@attribute inputs-69 numeric
@attribute inputs-70 numeric
@attribute inputs-71 numeric
@attribute inputs-72 numeric
@attribute inputs-73 numeric
@attribute inputs-74 numeric
@attribute inputs-75 numeric
@attribute inputs-76 numeric
@attribute inputs-77 numeric
@attribute inputs-78 numeric
@attribute inputs-79 numeric
@attribute inputs-80 numeric
@attribute inputs-81 numeric
@attribute inputs-82 numeric
@attribute inputs-83 numeric
@attribute inputs-84 numeric
@attribute inputs-85 numeric
@attribute inputs-86 numeric
@attribute inputs-87 numeric
@attribute inputs-88 numeric
@attribute inputs-89 numeric
@attribute inputs-90 numeric
@attribute inputs-91 numeric
@attribute inputs-92 numeric
@attribute inputs-93 numeric
@attribute inputs-94 numeric
@attribute inputs-95 numeric
@attribute inputs-96 numeric
@attribute inputs-97 numeric
@attribute inputs-98 numeric
@attribute inputs-99 numeric
@attribute inputs-100 numeric
@attribute outputs-1 numeric

@data
843,'2019/09/17 10:06:12:289',5,-11905734,-12304098,-11909075,-9737380,-9013137,-9473430,-10264756,-10923207,-11646935,-12107492,-12696019,-12305124,-12042203,-11318987,-10529466,-10068655,-10002864,-10133939,-10396858,-12633054,-12632544,-12371942,-11846107,-6317162,-789260,-921102,-2500648,-6053218,-12894413,-15920638,-12567780,-12438760,-11650010,-5463136,-65538,-395015,-7238258,-14803435,-15789563,-16118015,-12502500,-12505323,-11717596,-9020328,-7179661,-5335400,-12438993,-14936049,-16052733,-16118528,-12436706,-13884914,-11522782,-10143692,-9683909,-9816006,-10996429,-11258062,-15723509,-16052221,-12370400,-13095658,-11652826,-10272965,-9418677,-8299425,-11782347,-13096411,-15657461,-16051965,-12500184,-12240096,-11582673,-7897219,-4015169,-2961452,-11908274,-14933990,-15394032,-15788537,-11839162,-12041691,-11647184,-10661050,-9410717,-9015957,-9674407,-12369093,-14669282,-15392752,-11313079,-11711184,-11052215,-7037800,-4668987,-4668728,-6051158,-7302775,-9932955,-13155273,?
844,'2019/09/17 10:06:12:323',5,-11905733,-12304098,-11974611,-9802916,-9013138,-9473175,-10264757,-10988742,-11646935,-12107491,-12761811,-12305123,-11976411,-11318987,-10529466,-10134191,-10002865,-10133938,-10396857,-12501469,-12632545,-12371942,-11846106,-6317162,-789260,-921102,-2500648,-5855839,-12631498,-15920638,-12567780,-12438761,-11584474,-5463136,-65538,-395015,-6975342,-14737899,-15789563,-16118016,-12568036,-12570859,-11717852,-8954791,-7048330,-5335142,-12373200,-14936049,-16052733,-16183808,-12436705,-13819122,-11654110,-10143691,-9683908,-9816262,-10996430,-11258062,-15723509,-16052221,-12435936,-13029866,-11783899,-10272964,-9352629,-8167839,-11782346,-13096411,-15657461,-15986685,-12434648,-12240096,-11517137,-7896962,-3949376,-2895660,-11710894,-14933734,-15393776,-15788537,-11839162,-12041690,-11647184,-10726585,-9410974,-9015957,-9674407,-12303301,-14669282,-15392496,-11378359,-11711183,-11117751,-7037800,-4668987,-4603192,-5985621,-7302775,-9867419,-13023945,?
845,'2019/09/17 10:06:12:357',5,-11905989,-12304098,-11974611,-9802916,-9078674,-9473430,-10330291,-10988742,-11647190,-12041955,-12696275,-12305124,-11976411,-11384522,-10595003,-10134192,-10002864,-10133683,-10396600,-12435674,-12632544,-12371686,-11780570,-6317162,-789260,-986638,-2500649,-5658460,-12434118,-15920638,-12502499,-12438760,-11584474,-5463136,-65538,-395015,-6712170,-14737642,-15789563,-16118016,-12502500,-12505067,-11783389,-8888999,-6982025,-5269350,-12241871,-14936049,-15987197,-16184064,-12436706,-13687537,-11785184,-10078155,-9749700,-9816262,-10930893,-11323598,-15723509,-16052221,-12435935,-12898538,-11849436,-10207172,-9352629,-8036509,-11782346,-13161947,-15657717,-15986430,-12500184,-12174561,-11517394,-7831169,-3883583,-2895660,-11513515,-14933733,-15393776,-15788537,-11839163,-12107226,-11647184,-10726586,-9410719,-9016214,-9674407,-12237765,-14669281,-15326960,-11378614,-11711183,-11052215,-7037800,-4668987,-4668728,-6051158,-7368311,-9867163,-13023688,?
846,'2019/09/17 10:06:12:392',5,-11971269,-12238562,-11974612,-9802916,-9078675,-9473430,-10330292,-10988998,-11646934,-12107491,-12761811,-12305123,-11976412,-11318986,-10529466,-10134191,-10002865,-10133938,-10331064,-12369882,-12567009,-12306406,-11846107,-6317162,-789260,-986638,-2500649,-5395544,-12170946,-15855102,-12567780,-12438761,-11650010,-5462880,-2,-395015,-6514791,-14606312,-15724027,-16118016,-12568036,-12505066,-11783389,-8823462,-6916231,-5203557,-12176078,-14936050,-15987198,-16184064,-12436706,-13556464,-11982049,-10012363,-9749700,-9816006,-10996429,-11389135,-15723509,-15986685,-12435935,-12832745,-11915228,-10207172,-9352371,-7970203,-11782346,-13227483,-15723253,-16051966,-12499928,-12174561,-11517394,-7765376,-3751741,-2895403,-11250343,-14933477,-15393776,-15788537,-11839162,-12041691,-11647183,-10660794,-9410718,-9081493,-9674406,-12171972,-14603745,-15326960,-11378615,-11776719,-11052215,-7103336,-4668986,-4603192,-6051157,-7302775,-9801370,-12957896,?
847,'2019/09/17 10:06:12:425',5,-11971270,-12304098,-11909075,-9802915,-9078675,-9473430,-10264756,-10923207,-11646934,-12041954,-12761556,-12305124,-11976411,-11318986,-10529466,-10134191,-10002865,-10133682,-10331063,-12238296,-12632546,-12371941,-11846106,-6317161,-789260,-921102,-2500649,-5197910,-11907774,-15854845,-12567780,-12438761,-11584474,-5462879,-65538,-395015,-6251619,-14540519,-15724027,-16118016,-12502501,-12505322,-11783134,-8888741,-6784646,-5137763,-12044492,-14936050,-15987197,-16183808,-12436706,-13556208,-12113634,-10012362,-9749701,-9816262,-10930893,-11389391,-15723509,-15986685,-12435936,-12767209,-11980765,-10141635,-9352371,-7838617,-11782346,-13227740,-15657716,-15986685,-12500184,-12174561,-11517394,-7699583,-3685947,-2829610,-10921891,-14867940,-15393775,-15788537,-11839418,-12041691,-11647184,-10660793,-9410973,-9015958,-9674150,-12106436,-14538209,-15326960,-11378615,-11776720,-11052215,-7037800,-4668987,-4603192,-6051157,-7302520,-9735834,-12892359,?
848,'2019/09/17 10:06:12:454',5,-11905988,-12238562,-11974611,-9802916,-9078674,-9538967,-10330292,-10923206,-11581654,-12041954,-12761811,-12304867,-12041947,-11318986,-10529466,-10068655,-10002864,-10133682,-10331063,-12172503,-12632545,-12371941,-11846106,-6317162,-789260,-921102,-2566185,-5000530,-11644601,-15854589,-12567780,-12438760,-11584474,-5463136,-2,-395015,-5988447,-14474725,-15723771,-16118016,-12568036,-12505066,-11783134,-8823205,-6718596,-5071971,-11912905,-14936049,-15987197,-16118272,-12436706,-13424879,-12244963,-9946826,-9749701,-9816006,-10930893,-11389391,-15723509,-15986685,-12435935,-12701417,-12046300,-10141379,-9286578,-7772566,-11782345,-13293276,-15657717,-16051966,-12500183,-12174560,-11582930,-7699326,-3554105,-2829610,-10723999,-14802403,-15393775,-15788536,-11839163,-12041690,-11712719,-10661049,-9410718,-9015957,-9674150,-12040643,-14603488,-15261424,-11378614,-11711183,-11052215,-7103336,-4668986,-4668728,-5985365,-7302775,-9670297,-12761030,?
849,'2019/09/17 10:06:12:488',5,-11905733,-12238562,-11974611,-9802916,-9078675,-9473687,-10265012,-10923206,-11581399,-12041955,-12696019,-12239587,-11976410,-11318986,-10529465,-10134191,-10068400,-10133938,-10265527,-12106966,-12632545,-12371942,-11846106,-6317162,-789260,-921102,-2566185,-4803408,-11447222,-15789052,-12502500,-12438760,-11584473,-5463136,-65538,-395015,-5790811,-14343140,-15723771,-16118015,-12502500,-12505066,-11783133,-8822949,-6652802,-5071714,-11846855,-14936049,-15987197,-16118272,-12436705,-13293551,-12376036,-9881289,-9815237,-9816006,-10930893,-11455184,-15723509,-15986429,-12435935,-12635625,-12111580,-10075842,-9220785,-7640981,-11847882,-13359069,-15657717,-15986430,-12434647,-12174560,-11582931,-7633534,-3422518,-2763818,-10395291,-14802147,-15393776,-15788537,-11839163,-12041691,-11647184,-10660793,-9345181,-9015957,-9608614,-11974851,-14537953,-15326704,-11312822,-11711184,-11052214,-7037799,-4668986,-4603192,-5985365,-7302775,-9670042,-12760774,?
850,'2019/09/17 10:06:12:523',5,-11840198,-12304098,-11974610,-9802917,-9144468,-9539223,-10330549,-10988998,-11581398,-12107491,-12696275,-12305124,-11976411,-11318986,-10529466,-10134192,-10002865,-10133938,-10330807,-12041173,-12632544,-12371942,-11780571,-6317162,-789260,-921102,-2566185,-4606029,-11184306,-15723515,-12502244,-12438760,-11584474,-5463136,-65538,-395015,-5527896,-14277346,-15723770,-16118015,-12568036,-12505067,-11783134,-8822949,-6586753,-5005921,-11649989,-14936049,-15987197,-16118272,-12436706,-13161966,-12507365,-9881034,-9815237,-9816006,-10865356,-11455184,-15723510,-15986685,-12370399,-12570088,-12111581,-10075586,-9220528,-7509395,-11847882,-13359069,-15723253,-15986429,-12434647,-12174560,-11582931,-7567997,-3356469,-2763817,-10132119,-14736354,-15328239,-15788536,-11839162,-12041691,-11647183,-10661049,-9410718,-9015958,-9608613,-11909314,-14537952,-15261423,-11378358,-11776719,-11052215,-7037800,-4668986,-4603192,-5985365,-7237239,-9538713,-12629701,?
851,'2019/09/17 10:06:12:556',5,-11905733,-12304098,-11909075,-9802916,-9144469,-9539224,-10265013,-10988742,-11646934,-12041953,-12696275,-12305123,-11976667,-11318986,-10529466,-10134192,-10002864,-10068402,-10265270,-12040917,-12632544,-12371941,-11780570,-6317162,-789260,-920845,-2566441,-4474442,-10986928,-15723259,-12502244,-12438760,-11650010,-5463136,-65538,-394759,-5330517,-14145761,-15723770,-16118015,-12568036,-12505066,-11783134,-8822948,-6520959,-4940128,-11518404,-14936049,-15987197,-16118272,-12436450,-13096173,-12638694,-9881034,-9815237,-9816006,-10865357,-11520720,-15723509,-15920893,-12435936,-12570087,-12111581,-10009793,-9154735,-7443601,-11782345,-13424605,-15657718,-15986429,-12500183,-12239840,-11582931,-7567741,-3290419,-2763817,-9803154,-14670817,-15328239,-15788281,-11839162,-12041690,-11647183,-10660793,-9410718,-9015957,-9608613,-11843521,-14472415,-15326959,-11312822,-11711183,-11117750,-7103336,-4668987,-4603192,-5985621,-7302518,-9473176,-12563653,?
852,'2019/09/17 10:06:12:591',5,-11905732,-12238562,-11974612,-9802916,-9078931,-9539224,-10330293,-10988998,-11646935,-12107490,-12761810,-12305123,-12041947,-11318987,-10529466,-10134192,-10002865,-10133938,-10330807,-12040916,-12632545,-12306150,-11780570,-6317162,-789260,-921102,-2566441,-4277063,-10855085,-15657722,-12567780,-12438760,-11584473,-5462880,-65538,-395015,-5133137,-14079967,-15723770,-16052480,-12502500,-12439530,-11783134,-8757156,-6454910,-4874335,-11321024,-14936049,-15986941,-16118272,-12436449,-12964845,-12704487,-9815497,-9880773,-9881541,-10865101,-11586257,-15723510,-15986429,-12435936,-12504295,-12177117,-10009792,-9088941,-7377551,-11847625,-13490398,-15657973,-15986429,-12500183,-12174560,-11582931,-7501948,-3158833,-2763561,-9474702,-14605024,-15328239,-15722745,-11839162,-12041691,-11647183,-10661048,-9410718,-9015957,-9608357,-11777728,-14472159,-15261168,-11312822,-11711183,-11052215,-7037800,-4668986,-4603192,-5985621,-7302775,-9472920,-12498116,?
853,'2019/09/17 10:06:12:622',5,-11905733,-12238307,-11974611,-9802916,-9144468,-9473945,-10330550,-10923207,-11646934,-12041954,-12761811,-12305123,-11976411,-11318986,-10529466,-10134192,-10002865,-10068402,-10265271,-11975125,-12632544,-12371941,-11780570,-6251625,-789260,-986638,-2566441,-4145220,-10723499,-15657466,-12502243,-12438760,-11584473,-5397343,-65538,-460551,-4935759,-13948638,-15658234,-16118015,-12502499,-12439530,-11783133,-8756899,-6323580,-4808542,-11123645,-14936049,-15986941,-16118272,-12501985,-12833515,-12835560,-9815241,-9815238,-9816006,-10865101,-11586513,-15723509,-15920893,-12370399,-12438758,-12177117,-9943999,-8957355,-7311758,-11782089,-13555935,-15657973,-15986430,-12434647,-12174561,-11582931,-7436155,-3093039,-2763817,-9211530,-14604767,-15328239,-15788280,-11839163,-12041690,-11647184,-10660793,-9345182,-8950421,-9608357,-11777727,-14472159,-15261167,-11378614,-11711184,-11052215,-7037799,-4668986,-4603192,-5985621,-7236983,-9407384,-12366788,?
854,'2019/09/17 10:06:12:654',5,-11905989,-12303841,-11974611,-9802915,-9144468,-9539482,-10330550,-10988743,-11646935,-12107489,-12761811,-12305123,-11976667,-11318986,-10529466,-10134191,-10002865,-10133682,-10265271,-11909587,-12632800,-12371686,-11780571,-6251368,-789260,-986638,-2566185,-3948098,-10526120,-15657465,-12567779,-12438760,-11584474,-5397086,-65538,-460551,-4738380,-13817052,-15723770,-16118015,-12568035,-12439274,-11782877,-8691106,-6257530,-4742492,-10991803,-14936049,-15987197,-16118272,-12436705,-12767979,-12901352,-9749705,-9881029,-9816005,-10865101,-11652049,-15723510,-15920892,-12435935,-12438758,-12176862,-9943743,-8891306,-7245965,-11782089,-13556191,-15657974,-15986429,-12500183,-12174560,-11517395,-7501691,-3027247,-2763817,-8882823,-14538975,-15328239,-15722744,-11839418,-11976155,-11647183,-10660793,-9345182,-9015957,-9608357,-11646399,-14406622,-15261167,-11378615,-11710927,-11051959,-6972263,-4668987,-4603192,-5985621,-7236983,-9341592,-12366530,?
855,'2019/09/17 10:06:12:687',5,-11905734,-12303842,-11974611,-9802916,-9144469,-9539482,-10265013,-10988742,-11581398,-12041697,-12761811,-12305123,-11976667,-11318986,-10529466,-10134192,-10002865,-10068146,-10265270,-11909330,-12632545,-12371941,-11780570,-6251370,-789260,-986638,-2566441,-3816255,-10263460,-15526136,-12567780,-12504296,-11584474,-5397343,-65538,-395015,-4541001,-13619930,-15658234,-16118015,-12502500,-12439530,-11717086,-8691106,-6125944,-4676699,-10728887,-14936305,-15986941,-16118272,-12436706,-12701930,-13032682,-9749705,-9880773,-9816006,-10865101,-11652049,-15723765,-15920892,-12370399,-12372966,-12176862,-9877950,-8825512,-7179915,-11716296,-13556191,-15657974,-15986429,-12434647,-12174304,-11517395,-7436156,-3026990,-2763817,-8619650,-14407647,-15328238,-15722744,-11839163,-12041691,-11647183,-10660793,-9345182,-9015957,-9542821,-11580864,-14340830,-15261167,-11313079,-11711183,-11052215,-7037800,-4603195,-4603192,-5985365,-7236982,-9276055,-12235202,?
856,'2019/09/17 10:06:12:721',5,-11905732,-12304098,-11974611,-9802915,-9144468,-9539482,-10265013,-10923206,-11646934,-12041953,-12696019,-12305123,-11976411,-11318987,-10529466,-10068655,-10002865,-10068145,-10265015,-11909331,-12632544,-12371686,-11846106,-6317162,-789260,-920845,-2566442,-3684669,-10131361,-15525880,-12567780,-12504296,-11518937,-5463136,-65538,-394759,-4409158,-13488087,-15658234,-16118015,-12568035,-12439530,-11717086,-8625569,-6059894,-4610906,-10531507,-14936049,-15986941,-16118272,-12436449,-12570602,-13164010,-9749704,-9880773,-9815750,-10865100,-11652049,-15723766,-15920892,-12435679,-12372967,-12176862,-9877693,-8693926,-7114122,-11716039,-13621728,-15723510,-15986429,-12434646,-12174560,-11517395,-7501948,-3026734,-2763817,-8356478,-14341852,-15328239,-15722744,-11839162,-12041691,-11647183,-10660793,-9345182,-9015958,-9542820,-11515071,-14340574,-15261167,-11378358,-11711182,-11052215,-7037799,-4668730,-4602936,-5985621,-7171446,-9275799,-12169409,?
857,'2019/09/17 10:06:12:756',5,-11905733,-12304098,-11974610,-9802916,-9144468,-9539483,-10264757,-10988742,-11581398,-12041697,-12696019,-12305123,-11976410,-11318987,-10463929,-10068656,-10002864,-10068145,-10265014,-11843537,-12632545,-12371941,-11780315,-6317419,-789260,-855309,-2566441,-3553083,-9868702,-15460087,-12502244,-12438760,-11584473,-5463136,-2,-329223,-4212035,-13356501,-15658233,-16118015,-12502499,-12439530,-11717085,-8625313,-5928308,-4545369,-10334128,-14936049,-15986941,-16052735,-12370913,-12505065,-13229547,-9749704,-9880773,-9815750,-10865101,-11652050,-15723510,-15855356,-12370399,-12372967,-12176606,-9812156,-8562340,-6982793,-11650246,-13621727,-15723510,-15986429,-12434647,-12174560,-11582931,-7502204,-3026990,-2763818,-7961978,-14276058,-15262447,-15722744,-11773626,-12041435,-11581646,-10660793,-9345182,-9015958,-9542820,-11449278,-14275036,-15195630,-11247286,-11711183,-11052215,-7037800,-4603450,-4603192,-5919829,-7171446,-9210263,-12038336,?
858,'2019/09/17 10:06:12:788',5,-11905732,-12238307,-11974611,-9802916,-9078932,-9539482,-10330293,-10923205,-11581398,-12041698,-12696273,-12305123,-11976410,-11318986,-10529210,-10068656,-10002864,-10068146,-10265269,-11843538,-12632543,-12371685,-11780570,-6317418,-789260,-920845,-2566442,-3421753,-9737115,-15460086,-12502244,-12438505,-11584473,-5463136,-65538,-394759,-4080193,-13159379,-15657977,-16052479,-12502499,-12439530,-11717085,-8559520,-5862258,-4545112,-10202285,-14936049,-15921405,-16118272,-12370913,-12373736,-13295084,-9683912,-9880774,-9815749,-10930637,-11717842,-15723766,-15855357,-12370143,-12372966,-12176606,-9811900,-8496034,-6916744,-11584453,-13621727,-15657974,-15986429,-12500182,-12174304,-11582931,-7501948,-3026990,-2763818,-7698805,-14079193,-15327982,-15722744,-11773625,-12041690,-11647183,-10660792,-9345182,-9015958,-9542820,-11317949,-14209244,-15195630,-11312822,-11711183,-11052214,-7103336,-4668731,-4603192,-5919829,-7171446,-9144727,-11972544,?
859,'2019/09/17 10:06:12:822',5,-11905733,-12304097,-11909075,-9737380,-9144468,-9539482,-10265013,-10923206,-11581397,-12041697,-12696275,-12305123,-11976410,-11318986,-10529466,-10068656,-10002864,-10068145,-10265014,-11843537,-12632544,-12371941,-11780314,-6251369,-723724,-986638,-2566185,-3355960,-9605530,-15394294,-12567779,-12438504,-11584473,-5397343,-2,-395015,-3948607,-13093585,-15657977,-16052479,-12502499,-12439530,-11717085,-8493727,-5730672,-4544856,-10005163,-14936049,-15921405,-16118272,-12436449,-12373735,-13295084,-9683912,-9880773,-9815749,-10930636,-11717842,-15789302,-15855357,-12435934,-12372966,-12110814,-9746107,-8364447,-6916487,-11518660,-13687264,-15657974,-15986429,-12434647,-12174559,-11517394,-7436155,-2961454,-2829610,-7435377,-14013143,-15262446,-15722744,-11773626,-12041690,-11647182,-10595257,-9345182,-8950422,-9542564,-11317692,-14143707,-15195374,-11378358,-11776718,-10986679,-7037800,-4668731,-4603192,-5919829,-7171446,-9144471,-11906751,?
860,'2019/09/17 10:06:12:855',5,-11905734,-12238306,-11974610,-9802660,-9078932,-9539482,-10264757,-10923206,-11581397,-12041697,-12761812,-12305123,-11976410,-11318730,-10529210,-10068655,-10002865,-10068145,-10265269,-11843538,-12632545,-12371685,-11845849,-6251368,-789260,-986638,-2500649,-3224374,-9473944,-15328758,-12567780,-12438504,-11584216,-5397086,-65538,-460551,-3751228,-12961999,-15592440,-16052479,-12502500,-12439273,-11717084,-8493470,-5664623,-4479319,-9742247,-14936049,-15921405,-16052735,-12436449,-12373480,-13295083,-9684168,-9946565,-9750213,-10865101,-11783378,-15789302,-15855356,-12370399,-12307430,-12110813,-9745851,-8298398,-6850950,-11452866,-13687520,-15657974,-15920893,-12434648,-12174303,-11517394,-7436155,-3026991,-2829611,-7172461,-13881559,-15262445,-15722744,-11839163,-11976154,-11647183,-10595257,-9345439,-9016214,-9477284,-11251900,-14077914,-15195374,-11313079,-11710928,-11052214,-7037799,-4668987,-4603192,-5919829,-7236982,-9079190,-11840958,?
861,'2019/09/17 10:06:12:888',5,-11905734,-12303842,-11974355,-9737124,-9144468,-9539482,-10330548,-10988742,-11581397,-12041696,-12761812,-12305123,-11976410,-11318985,-10529466,-10068656,-10002608,-10068146,-10265014,-11843537,-12632545,-12371685,-11780313,-6251368,-789260,-986638,-2566185,-3092789,-9342101,-15328501,-12567780,-12438759,-11584216,-5397086,-65538,-460551,-3619642,-12698828,-15592441,-16052223,-12502500,-12439274,-11716829,-8427677,-5598573,-4479063,-9544355,-14936049,-15921405,-16118016,-12436450,-12307943,-13229035,-9684169,-9946309,-9750213,-10865101,-11717842,-15723766,-15855356,-12370400,-12307430,-12110813,-9680314,-8232092,-6785157,-11321281,-13687264,-15723254,-15920893,-12434648,-12174560,-11582931,-7501947,-3026991,-2895403,-6974826,-13750228,-15262446,-15722744,-11839164,-12041434,-11581646,-10595257,-9410975,-9016215,-9542821,-11120828,-14012122,-15130094,-11313080,-11645647,-11052214,-7037800,-4668987,-4603192,-5920085,-7236982,-9013398,-11775166,?
862,'2019/09/17 10:06:12:920',5,-11971269,-12303842,-11974354,-9802659,-9078933,-9605018,-10330292,-10923205,-11646677,-12041697,-12761812,-12305123,-12041946,-11318986,-10529210,-10133936,-10002864,-10068145,-10199478,-11777745,-12632545,-12371685,-11780314,-6251369,-789260,-921102,-2566441,-2961203,-9144722,-15262708,-12502244,-12438504,-11584217,-5397343,-65538,-395015,-3488055,-12501448,-15592184,-16052479,-12502500,-12439529,-11651293,-8427677,-5532779,-4413527,-9281184,-14936048,-15921405,-16052736,-12436705,-12307944,-13163499,-9749705,-10011846,-9815748,-10865356,-11717842,-15723766,-15855100,-12370398,-12372966,-12110557,-9680057,-8100506,-6719364,-11189694,-13687264,-15657974,-15920893,-12434647,-12174559,-11517395,-7501948,-3027247,-2895404,-6711911,-13618642,-15262446,-15722488,-11773883,-12041435,-11647183,-10595513,-9410975,-9016215,-9542821,-11120571,-14011866,-15195373,-11313078,-11710927,-11052215,-7037800,-4668731,-4603192,-5985621,-7171446,-9013398,-11709373,?
863,'2019/09/17 10:06:12:953',5,-11905734,-12303842,-11974611,-9802915,-9078932,-9605019,-10264757,-10923205,-11581142,-12041696,-12696019,-12305123,-11976410,-11318730,-10529465,-10068656,-10002608,-10067889,-10265014,-11777745,-12632545,-12371941,-11780314,-6317161,-789260,-921102,-2566185,-2895152,-9012879,-15262451,-12502243,-12504040,-11584473,-5462879,-65538,-394759,-3290678,-12238533,-15526649,-16052223,-12502499,-12439530,-11651294,-8427421,-5401193,-4413526,-9018267,-14870513,-15921404,-16052480,-12436449,-12373480,-13097451,-9749705,-10012102,-9750213,-10865101,-11717842,-15723766,-15855100,-12370144,-12372967,-11979230,-9679800,-8034456,-6719107,-11058108,-13687520,-15657718,-15920893,-12434648,-12174304,-11517652,-7567741,-3092784,-2960940,-6448740,-13487056,-15262446,-15656952,-11773626,-12041691,-11581647,-10661049,-9410975,-9016471,-9542821,-10989243,-13880537,-15129836,-11312823,-11711183,-11052215,-7037800,-4668987,-4603192,-5920085,-7171446,-9013398,-11578300,?
864,'2019/09/17 10:06:12:986',5,-11905733,-12238306,-11909074,-9737123,-9078676,-9539482,-10264756,-10923205,-11581141,-11976160,-12696019,-12239587,-11976410,-11318986,-10529209,-10068399,-10002608,-10067889,-10199477,-11777744,-12632544,-12371685,-11780570,-6317162,-789260,-921102,-2566185,-2763566,-8815757,-15131378,-12567779,-12438503,-11584473,-5462879,-2,-395015,-3159091,-12040898,-15592184,-15986687,-12502244,-12439273,-11651294,-8427420,-5335144,-4413526,-8820632,-14870256,-15921405,-16052479,-12436449,-12307944,-13031914,-9815497,-10012102,-9750213,-10865100,-11717843,-15723766,-15789564,-12370399,-12372966,-11979230,-9548471,-7902869,-6653314,-10860729,-13687520,-15657718,-15920893,-12434647,-12174304,-11517395,-7502205,-3092784,-2895660,-6251103,-13355470,-15262190,-15656951,-11773626,-12041435,-11647184,-10661049,-9410975,-9016216,-9477284,-10988986,-13814744,-15129837,-11312822,-11710927,-11052214,-7037800,-4668987,-4603192,-5920085,-7236982,-8947862,-11512508,?
865,'2019/09/17 10:06:13:018',5,-11905733,-12238305,-11908817,-9737122,-9078419,-9539225,-10199220,-10922949,-11581141,-12041697,-12696275,-12304866,-11976410,-11318729,-10529209,-10068398,-9937072,-10067888,-10199477,-11712208,-12566753,-12371685,-11780314,-6251369,-789260,-986638,-2500649,-2631981,-8618634,-15131122,-12502244,-12438503,-11518680,-5397086,-65538,-460551,-3027505,-11843774,-15526648,-16052223,-12502244,-12439273,-11585757,-8427163,-5269351,-4413526,-8557716,-14870256,-15921404,-16052479,-12436449,-12373479,-13031657,-9815498,-10077638,-9750212,-10865101,-11717842,-15723766,-15789563,-12370144,-12307174,-11978973,-9547959,-7836563,-6587521,-10663605,-13687520,-15657718,-15920893,-12434648,-12174304,-11517395,-7501949,-3092784,-2961196,-5988187,-13223884,-15196909,-15656952,-11773626,-11975899,-11581647,-10595514,-9410975,-9016215,-9477029,-10923449,-13749207,-15064300,-11247543,-11710927,-10986679,-7037800,-4668987,-4603193,-5919830,-7171446,-8947606,-11446715,?
866,'2019/09/17 10:06:13:060',5,-11905733,-12238305,-11908817,-9736865,-9013138,-9473688,-10198963,-10857413,-11581140,-12041696,-12696275,-12304866,-11976410,-11253193,-10529208,-10002862,-9937071,-10002352,-10199221,-11712207,-12632545,-12371684,-11780313,-6251367,-789260,-986638,-2500649,-2500395,-8420999,-15065329,-12567779,-12372968,-11518680,-5331549,-65538,-460551,-2895919,-11580603,-15526391,-15986687,-12502499,-12439273,-11585501,-8361369,-5203301,-4413527,-8294544,-14870255,-15921404,-16052479,-12436449,-12307943,-12965865,-9881034,-10077638,-9684421,-10865100,-11717843,-15723767,-15789564,-12370399,-12307430,-11913436,-9482164,-7704976,-6521472,-10466227,-13753056,-15657718,-15920637,-12434647,-12174304,-11582931,-7436156,-3092784,-2960940,-5725016,-13092041,-15196653,-15656952,-11839163,-11976155,-11646927,-10595257,-9410975,-9016215,-9477028,-10792121,-13617879,-15064045,-11313079,-11710927,-11052214,-6972008,-4603451,-4603192,-5920085,-7171446,-8947606,-11380922,?
