@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute inputs-61 numeric
@attribute inputs-62 numeric
@attribute inputs-63 numeric
@attribute inputs-64 numeric
@attribute inputs-65 numeric
@attribute inputs-66 numeric
@attribute inputs-67 numeric
@attribute inputs-68 numeric
@attribute inputs-69 numeric
@attribute inputs-70 numeric
@attribute inputs-71 numeric
@attribute inputs-72 numeric
@attribute inputs-73 numeric
@attribute inputs-74 numeric
@attribute inputs-75 numeric
@attribute inputs-76 numeric
@attribute inputs-77 numeric
@attribute inputs-78 numeric
@attribute inputs-79 numeric
@attribute inputs-80 numeric
@attribute inputs-81 numeric
@attribute inputs-82 numeric
@attribute inputs-83 numeric
@attribute inputs-84 numeric
@attribute inputs-85 numeric
@attribute inputs-86 numeric
@attribute inputs-87 numeric
@attribute inputs-88 numeric
@attribute inputs-89 numeric
@attribute inputs-90 numeric
@attribute inputs-91 numeric
@attribute inputs-92 numeric
@attribute inputs-93 numeric
@attribute inputs-94 numeric
@attribute inputs-95 numeric
@attribute inputs-96 numeric
@attribute inputs-97 numeric
@attribute inputs-98 numeric
@attribute inputs-99 numeric
@attribute inputs-100 numeric
@attribute outputs-1 numeric

@data
216,'2019/09/17 10:03:09:251',3,-12103112,-12172257,-11579599,-9276836,-8552853,-8618896,-8554135,-9080225,-10593471,-11712216,-13025241,-12370919,-11910620,-11187146,-10331831,-9739433,-9344933,-9541800,-11449545,-13290986,-13027561,-12569324,-11912159,-7500403,-2300435,-1774866,-3026477,-11053490,-15132406,-15790080,-13028589,-12833520,-11782113,-6515046,-1117961,-986637,-12172478,-15067123,-15724541,-16053248,-13094638,-13096946,-11981282,-10009281,-9615289,-7771540,-12637659,-13951723,-15856125,-16119296,-13028845,-14279673,-12508137,-10538450,-10537932,-10603981,-11850969,-12309723,-15592695,-16053248,-13028332,-13227762,-12309475,-10338245,-9877430,-8494747,-12965337,-14542061,-15593210,-15921663,-13027299,-12635372,-11978464,-8291720,-3947833,-3290161,-8357764,-14343396,-14869232,-15460859,-12366277,-12502760,-12108512,-11319501,-10332598,-9608870,-9543336,-11515327,-13618392,-14670831,-11971525,-12238563,-11711952,-7828606,-5920344,-5393483,-5065292,-5592670,-8289415,-11643836,?
217,'2019/09/17 10:03:09:286',3,-12103112,-12172258,-11579600,-9276835,-8552853,-8618897,-8619415,-9080225,-10593728,-11712216,-13025498,-12370920,-11910620,-11187145,-10397367,-9739434,-9344932,-9541799,-11449545,-13290986,-13027561,-12569324,-11912159,-7434867,-2300435,-1840402,-3026477,-11053489,-15132406,-15790080,-13028589,-12833520,-11847649,-6515046,-1117960,-986637,-12172477,-15067122,-15724541,-16053248,-13094639,-13096947,-11981282,-10009024,-9549753,-7771540,-12703195,-13951723,-15856125,-16119296,-13028844,-14279673,-12508137,-10538450,-10537676,-10603982,-11850968,-12309722,-15592952,-16053248,-13028332,-13293554,-12309475,-10404037,-9943223,-8495004,-12965337,-14476525,-15593211,-15921664,-13027300,-12635372,-11978207,-8291719,-3948089,-3290417,-8357765,-14343652,-14869232,-15460859,-12366534,-12502760,-12108512,-11319501,-10332854,-9608871,-9608872,-11515327,-13618649,-14670830,-12037319,-12304100,-11711953,-7828606,-5920343,-5393740,-5065292,-5658206,-8289416,-11643835,?
218,'2019/09/17 10:03:09:317',3,-12103112,-12172258,-11514063,-9276835,-8552853,-8618897,-8619415,-9079969,-10593471,-11712217,-13025498,-12370920,-11910620,-11187146,-10332087,-9739433,-9344932,-9607335,-11449288,-13290986,-13027561,-12569324,-11912160,-7434867,-2300435,-1840402,-3026477,-11053232,-15132406,-15790080,-13028845,-12833520,-11782113,-6515045,-1117704,-986637,-12172478,-15067122,-15724541,-16053248,-13094639,-13096947,-11915746,-10008768,-9549753,-7771283,-12703195,-13951723,-15856125,-16119296,-13028845,-14279673,-12508137,-10538450,-10537676,-10603981,-11850968,-12375002,-15592951,-16053248,-12963052,-13293554,-12309476,-10404038,-9943224,-8560541,-12965337,-14476525,-15593210,-15921663,-13027300,-12635372,-11978463,-8357255,-4013626,-3355953,-8357765,-14343396,-14934768,-15460859,-12366534,-12502760,-12108513,-11319501,-10332854,-9608871,-9543336,-11515327,-13618393,-14670830,-11971783,-12304099,-11711953,-7828606,-5920343,-5393740,-5065293,-5658206,-8289416,-11643836,?
219,'2019/09/17 10:03:09:350',3,-12103112,-12172258,-11514063,-9276835,-8552853,-8618897,-8619415,-9079969,-10593471,-11712217,-13025498,-12370920,-11910620,-11187146,-10332087,-9739433,-9344932,-9607335,-11449288,-13290986,-13027561,-12569324,-11912160,-7434867,-2300435,-1840402,-3026477,-11053232,-15132406,-15790080,-13028845,-12833520,-11782113,-6515045,-1117704,-986637,-12172478,-15067122,-15724541,-16053248,-13094639,-13096947,-11915746,-10008768,-9549753,-7771283,-12703195,-13951723,-15856125,-16119296,-13028845,-14279673,-12508137,-10538450,-10537676,-10603981,-11850968,-12375002,-15592951,-16053248,-12963052,-13293554,-12309476,-10404038,-9943224,-8560541,-12965337,-14476525,-15593210,-15921663,-13027300,-12635372,-11978463,-8357255,-4013626,-3355953,-8357765,-14343396,-14934768,-15460859,-12366534,-12502760,-12108513,-11319501,-10332854,-9608871,-9543336,-11515327,-13618393,-14670830,-11971783,-12304099,-11711953,-7828606,-5920343,-5393740,-5065293,-5658206,-8289416,-11643836,?
220,'2019/09/17 10:03:09:383',3,-12103112,-12237795,-11579599,-9276836,-8552853,-8618897,-8554135,-9079968,-10593471,-11712216,-13025242,-12370920,-11910620,-11187146,-10397623,-9739434,-9344933,-9541799,-11449289,-13290986,-13027562,-12569324,-11912159,-7500660,-2300435,-1774866,-3026477,-10987696,-15132406,-15790080,-13028590,-12833520,-11847649,-6515303,-1052167,-921101,-12106941,-15067122,-15724541,-16053248,-13094639,-13096947,-11981025,-9943232,-9549752,-7705491,-12703196,-13951723,-15856125,-16119296,-13028845,-14279673,-12508137,-10538450,-10537933,-10538445,-11850969,-12309723,-15658487,-16053248,-13028332,-13293554,-12375267,-10404294,-9943480,-8560541,-12965337,-14476525,-15593211,-15921663,-13027300,-12635372,-11978464,-8357512,-4013883,-3290161,-8357764,-14343652,-14934768,-15460859,-12366278,-12502761,-12174049,-11319503,-10332855,-9608872,-9608873,-11515327,-13618393,-14670831,-11971526,-12304100,-11711952,-7828607,-5920344,-5393740,-5065293,-5658206,-8289415,-11643835,?
221,'2019/09/17 10:03:09:417',3,-12103112,-12237794,-11579600,-9276836,-8487317,-8618897,-8553879,-9014432,-10593472,-11712216,-13025241,-12370919,-11910620,-11187146,-10331832,-9739434,-9344933,-9541798,-11449289,-13290986,-13027561,-12634859,-11912159,-7500660,-2365971,-1774865,-3026477,-10987440,-15066870,-15790079,-13028589,-12833520,-11847649,-6580839,-1052167,-921100,-12106684,-15067122,-15724542,-16053248,-13094638,-13096947,-11981283,-9943232,-9549753,-7705490,-12637659,-13951723,-15856125,-16184832,-13028844,-14279672,-12508137,-10538450,-10537676,-10538445,-11850969,-12309466,-15592951,-16053248,-12962795,-13293554,-12375268,-10404295,-10009017,-8560542,-12899800,-14476525,-15593210,-15921663,-13027299,-12635372,-11978464,-8423049,-4013883,-3290161,-8357764,-14343396,-14934769,-15461115,-12366277,-12502760,-12108512,-11319757,-10332855,-9608871,-9543336,-11515327,-13618393,-14736366,-11971526,-12304099,-11711953,-7828607,-5920344,-5393740,-5065293,-5658206,-8289416,-11643836,?
222,'2019/09/17 10:03:09:455',3,-12103112,-12237794,-11579599,-9276835,-8552853,-8618897,-8619414,-9014433,-10593471,-11712216,-13025242,-12436456,-11910620,-11187145,-10397367,-9739433,-9344932,-9541799,-11449288,-13290985,-13027562,-12635115,-11912159,-7500660,-2300435,-1774866,-3026733,-10987696,-15132150,-15790080,-13028590,-12833520,-11847649,-6580838,-1052167,-986637,-12106684,-15067123,-15724541,-16053248,-13094638,-13096947,-11981025,-9943231,-9549496,-7705490,-12703195,-13951723,-15856125,-16119296,-12963308,-14279673,-12508136,-10538449,-10537932,-10538445,-11850968,-12309466,-15592695,-16053248,-13028332,-13293554,-12375267,-10404295,-10009017,-8560798,-12965336,-14476525,-15593210,-15921663,-12961764,-12635372,-11978208,-8357512,-4013882,-3290161,-8357765,-14343652,-14934768,-15460859,-12366277,-12502760,-12108512,-11319502,-10332855,-9608871,-9608872,-11515327,-13618393,-14670830,-11971526,-12304099,-11711953,-7828607,-5920344,-5393740,-5065292,-5592670,-8289415,-11643835,?
223,'2019/09/17 10:03:09:483',3,-12103111,-12172258,-11579599,-9276579,-8552852,-8618897,-8553879,-9079968,-10593470,-11712216,-13025498,-12436456,-11976155,-11187145,-10397367,-9739433,-9344932,-9541799,-11449288,-13290985,-13027561,-12569324,-11912159,-7434867,-2300435,-1840402,-3026477,-10987696,-15132406,-15855615,-13028589,-12833520,-11847649,-6515045,-1052167,-986637,-12106941,-15067122,-15724541,-16053248,-13094639,-13096947,-11981026,-9943231,-9483959,-7705490,-12703195,-13951723,-15921661,-16119296,-13028845,-14279673,-12508136,-10538450,-10537932,-10538445,-11850968,-12309466,-15592695,-16053248,-13028332,-13293554,-12309732,-10469830,-9943480,-8626333,-12965337,-14476524,-15593210,-15921663,-13027299,-12635372,-11978463,-8357256,-4013882,-3355953,-8357765,-14343652,-14934769,-15526395,-12366534,-12502760,-12174049,-11319502,-10332598,-9608870,-9608872,-11580863,-13618649,-14736366,-12037318,-12304099,-11777489,-7828606,-5920343,-5393740,-5065293,-5658207,-8289415,-11643836,?
224,'2019/09/17 10:03:09:517',3,-12103112,-12172258,-11579599,-9276835,-8552853,-8618897,-8553879,-9079968,-10593471,-11712216,-13091034,-12370920,-11910619,-11187145,-10397367,-9739433,-9344932,-9541799,-11383753,-13225449,-13027561,-12569324,-11912159,-7500403,-2300435,-1774866,-3026477,-10987696,-15066870,-15790079,-13028845,-12833520,-11847649,-6515302,-1117703,-986637,-12106684,-15067122,-15724541,-16053248,-13094639,-13096947,-11915489,-9943231,-9483960,-7705490,-12637659,-13951723,-15856125,-16119296,-13028845,-14279673,-12508136,-10538450,-10537932,-10538445,-11850968,-12309466,-15592951,-16053248,-13028332,-13293554,-12309475,-10469831,-9943481,-8560797,-12899800,-14476525,-15593210,-15921663,-13027299,-12635372,-11978208,-8357256,-4013882,-3290417,-8357765,-14343652,-14934769,-15460859,-12366534,-12502761,-12108512,-11319501,-10332854,-9608871,-9608872,-11580863,-13618393,-14670830,-11971782,-12238564,-11711952,-7828606,-5920344,-5393740,-5065293,-5658206,-8289416,-11643836,?
225,'2019/09/17 10:03:09:554',3,-12103112,-12172258,-11579599,-9276835,-8552853,-8618897,-8553879,-9079968,-10593471,-11712216,-13091034,-12370920,-11910619,-11187145,-10397367,-9739433,-9344932,-9541799,-11383753,-13225449,-13027561,-12569324,-11912159,-7500403,-2300435,-1774866,-3026477,-10987696,-15066870,-15790079,-13028845,-12833520,-11847649,-6515302,-1117703,-986637,-12106684,-15067122,-15724541,-16053248,-13094639,-13096947,-11915489,-9943231,-9483960,-7705490,-12637659,-13951723,-15856125,-16119296,-13028845,-14279673,-12508136,-10538450,-10537932,-10538445,-11850968,-12309466,-15592951,-16053248,-13028332,-13293554,-12309475,-10469831,-9943481,-8560797,-12899800,-14476525,-15593210,-15921663,-13027299,-12635372,-11978208,-8357256,-4013882,-3290417,-8357765,-14343652,-14934769,-15460859,-12366534,-12502761,-12108512,-11319501,-10332854,-9608871,-9608872,-11580863,-13618393,-14670830,-11971782,-12238564,-11711952,-7828606,-5920344,-5393740,-5065293,-5658206,-8289416,-11643836,?
226,'2019/09/17 10:03:09:587',3,-12103111,-12237795,-11579599,-9276836,-8487316,-8618897,-8553879,-9014432,-10593470,-11646680,-13025241,-12370920,-11910620,-11187145,-10331831,-9739433,-9344933,-9607335,-11383752,-13225449,-13027561,-12569324,-11912159,-7500660,-2300435,-1774609,-3026733,-10987439,-15066613,-15790079,-13028590,-12833520,-11847649,-6580839,-1117959,-921101,-12041148,-15067122,-15724541,-16053248,-13094639,-13096947,-11981281,-9943231,-9483960,-7705490,-12637659,-13951723,-15856125,-16119296,-13028845,-14214137,-12508136,-10538449,-10537933,-10538445,-11785433,-12309466,-15592695,-16053248,-13028331,-13293297,-12309475,-10404294,-9943224,-8495005,-12899800,-14476524,-15593210,-15921663,-13027300,-12635372,-11978463,-8357512,-4013626,-3290161,-8357764,-14343651,-14934768,-15460858,-12366277,-12502760,-12108511,-11319757,-10332855,-9608870,-9543336,-11515327,-13618393,-14670830,-11971526,-12304100,-11711952,-7828606,-5920344,-5393740,-5065292,-5592670,-8289415,-11643836,?
227,'2019/09/17 10:03:09:617',3,-12103112,-12237795,-11579599,-9276835,-8552854,-8618898,-8553878,-9014433,-10593471,-11646679,-13025241,-12370920,-11910619,-11187145,-10331831,-9739434,-9344675,-9541799,-11449288,-13225450,-13027562,-12569324,-11912159,-7500660,-2300179,-1709074,-3026477,-10987697,-15066870,-15790079,-13028589,-12767984,-11847649,-6580839,-1117959,-986637,-12106684,-15067122,-15724541,-16053248,-13094639,-13096947,-11981025,-9943488,-9484216,-7705746,-12637659,-13951723,-15856125,-16119296,-13028845,-14214137,-12508136,-10538450,-10537933,-10538445,-11785432,-12309466,-15592951,-16053247,-13028332,-13293298,-12309475,-10404038,-9943224,-8495004,-12899800,-14476525,-15593210,-15921663,-13027299,-12635372,-11978463,-8357256,-4013626,-3290161,-8291972,-14343396,-14869232,-15460859,-12366278,-12502761,-12108511,-11319757,-10332854,-9608871,-9543336,-11515327,-13618393,-14736110,-11971525,-12304100,-11711953,-7828607,-5920344,-5393740,-5065293,-5592670,-8289415,-11643835,?
228,'2019/09/17 10:03:09:650',3,-12103112,-12172258,-11579599,-9276835,-8552853,-8618897,-8553878,-9079968,-10593470,-11712216,-13025242,-12370919,-11910620,-11187146,-10331831,-9673897,-9279140,-9541799,-11449288,-13290985,-13027561,-12569581,-11912159,-7434867,-2234642,-1709074,-3026477,-10987696,-15066613,-15790079,-13028590,-12833520,-11847649,-6580838,-1183752,-986637,-12106941,-15067122,-15724541,-16053248,-13094639,-13096947,-11915745,-9943488,-9484216,-7705747,-12637659,-13951723,-15856125,-16184832,-13028845,-14279673,-12508136,-10538450,-10537932,-10603981,-11850968,-12309722,-15592695,-16053248,-13028331,-13227761,-12309474,-10404037,-9877687,-8494748,-12899800,-14476524,-15592954,-15921663,-13027300,-12635372,-11978464,-8291719,-3947833,-3290161,-8291971,-14343396,-14869232,-15526395,-12366534,-12502761,-12108512,-11319501,-10332854,-9608871,-9543336,-11515327,-13618392,-14736367,-11971782,-12304100,-11777489,-7828606,-5920343,-5393739,-5065293,-5658206,-8289415,-11643835,?
229,'2019/09/17 10:03:09:687',3,-12103112,-12172259,-11579600,-9276836,-8552853,-8618897,-8553879,-9014432,-10593470,-11646680,-13091034,-12370920,-11910621,-11187146,-10331831,-9673897,-9344676,-9541799,-11449288,-13225449,-13027561,-12569324,-11912159,-7434867,-2234642,-1709073,-2960941,-10987697,-15066614,-15790079,-13028846,-12833520,-11782113,-6515302,-1183752,-986637,-12106941,-15067122,-15724541,-16053248,-13094640,-13096946,-11981282,-10009025,-9484216,-7771284,-12637658,-13886187,-15856125,-16119296,-13028845,-14279672,-12508136,-10538706,-10537932,-10603981,-11785432,-12309466,-15592951,-16053248,-12962796,-13227761,-12243938,-10403781,-9877430,-8494491,-12965336,-14476525,-15592954,-15921663,-13027300,-12569835,-11978208,-8291463,-3947833,-3290161,-8291971,-14343396,-14869232,-15460858,-12366534,-12502760,-12108511,-11319501,-10332854,-9608870,-9543336,-11515326,-13618392,-14670830,-11971783,-12304099,-11711952,-7828606,-5920344,-5393740,-5065292,-5592926,-8289415,-11643836,?
230,'2019/09/17 10:03:09:720',3,-12103113,-12237795,-11579600,-9276835,-8552854,-8618898,-8553879,-9014432,-10593470,-11646679,-13025499,-12370920,-11910620,-11187145,-10331831,-9673897,-9344676,-9541799,-11383752,-13225450,-13027562,-12569580,-11912159,-7434867,-2234386,-1643281,-2960941,-10987696,-15066613,-15790079,-13028591,-12833519,-11847649,-6580839,-1183752,-986637,-12172477,-15067122,-15724541,-15987712,-13094640,-13162483,-11981281,-10009281,-9549753,-7771284,-12637659,-13951723,-15856125,-16119296,-13028845,-14279673,-12508136,-10538705,-10537932,-10538446,-11850968,-12309466,-15592695,-16053248,-13028332,-13227761,-12309474,-10338244,-9811894,-8428954,-12965336,-14476525,-15592954,-15921664,-13027300,-12635372,-11978207,-8291463,-3947833,-3290160,-8226435,-14343396,-14869232,-15460859,-12366534,-12502761,-12108512,-11319500,-10267318,-9608871,-9543337,-11515327,-13618393,-14670575,-11971783,-12304099,-11777488,-7828606,-5920344,-5393740,-5065293,-5658206,-8289415,-11643836,?
231,'2019/09/17 10:03:09:751',3,-12103113,-12172259,-11579600,-9276836,-8552853,-8618898,-8553878,-9014432,-10593471,-11646680,-13025242,-12370921,-11910620,-11187145,-10331831,-9673897,-9344676,-9541799,-11383752,-13225449,-12962025,-12569325,-11912160,-7500403,-2234642,-1643281,-2960941,-10987697,-15066613,-15790080,-13028590,-12833520,-11782113,-6580839,-1184009,-921101,-12106941,-15067123,-15724541,-15987712,-13094639,-13096947,-11981282,-10009281,-9549753,-7771284,-12637658,-13885931,-15856125,-16119296,-13028845,-14279673,-12508136,-10538449,-10537932,-10603981,-11785432,-12309467,-15592951,-16053248,-12962796,-13227761,-12243939,-10338244,-9811638,-8428698,-12965337,-14476525,-15592954,-15921663,-12961764,-12569836,-11978208,-8291719,-3947833,-3290160,-8226178,-14277860,-14869232,-15460859,-12366534,-12502760,-12108512,-11319501,-10332853,-9608870,-9608872,-11515327,-13618393,-14670830,-11971527,-12304100,-11711953,-7828607,-5920343,-5393740,-5065292,-5658206,-8289415,-11578300,?
232,'2019/09/17 10:03:09:785',3,-12103113,-12172259,-11579600,-9276836,-8552853,-8618898,-8553878,-9014432,-10593471,-11646680,-13025242,-12370921,-11910620,-11187145,-10331831,-9673897,-9344676,-9541799,-11383752,-13225449,-12962025,-12569325,-11912160,-7500403,-2234642,-1643281,-2960941,-10987697,-15066613,-15790080,-13028590,-12833520,-11782113,-6580839,-1184009,-921101,-12106941,-15067123,-15724541,-15987712,-13094639,-13096947,-11981282,-10009281,-9549753,-7771284,-12637658,-13885931,-15856125,-16119296,-13028845,-14279673,-12508136,-10538449,-10537932,-10603981,-11785432,-12309467,-15592951,-16053248,-12962796,-13227761,-12243939,-10338244,-9811638,-8428698,-12965337,-14476525,-15592954,-15921663,-12961764,-12569836,-11978208,-8291719,-3947833,-3290160,-8226178,-14277860,-14869232,-15460859,-12366534,-12502760,-12108512,-11319501,-10332853,-9608870,-9608872,-11515327,-13618393,-14670830,-11971527,-12304100,-11711953,-7828607,-5920343,-5393740,-5065292,-5658206,-8289415,-11578300,?
233,'2019/09/17 10:03:09:817',3,-12103112,-12172258,-11579601,-9276836,-8487317,-8618897,-8488343,-9014432,-10593471,-11646680,-13025241,-12370920,-11910620,-11121610,-10331831,-9673641,-9344677,-9541798,-11383752,-13225449,-12962024,-12569580,-11912159,-7500660,-2234642,-1643281,-2960941,-10987696,-15066614,-15790079,-13028589,-12833520,-11782113,-6581095,-1249545,-920844,-12106941,-15067122,-15724541,-15987712,-13094638,-13096947,-11981282,-10009281,-9549753,-7771540,-12572123,-13885931,-15856125,-16119296,-12963308,-14279673,-12508137,-10538449,-10537932,-10603981,-11850968,-12309466,-15592695,-16053248,-12962796,-13227761,-12243939,-10338244,-9811638,-8363162,-12965336,-14476524,-15592954,-15856127,-12961763,-12635372,-11978208,-8291719,-3882040,-3290160,-8160642,-14343395,-14869232,-15460859,-12366277,-12502760,-12108513,-11319500,-10332854,-9608871,-9543336,-11515327,-13552857,-14670574,-11971526,-12238564,-11711953,-7828607,-5920344,-5393484,-5065292,-5658206,-8289415,-11578300,?
234,'2019/09/17 10:03:09:851',3,-12103112,-12172258,-11579600,-9276580,-8487062,-8618641,-8553879,-9014431,-10527935,-11646679,-13025498,-12370920,-11910619,-11187145,-10331831,-9673641,-9344676,-9541798,-11383753,-13225450,-13027561,-12569324,-11912159,-7434867,-2234642,-1709073,-2960941,-10987696,-15066614,-15790079,-13028589,-12833521,-11782113,-6580838,-1249545,-986637,-12172477,-15067122,-15724541,-15987712,-13094639,-13096947,-11981282,-10074818,-9549753,-7771541,-12572122,-13885931,-15856125,-16119296,-13028845,-14279673,-12508136,-10538705,-10537932,-10538445,-11785432,-12309466,-15592695,-16053248,-12962795,-13227761,-12243682,-10337987,-9745845,-8362905,-12965337,-14476525,-15592954,-15921663,-13027299,-12569836,-11978207,-8291462,-3882040,-3290161,-8226178,-14277859,-14869232,-15460858,-12366534,-12437224,-12108512,-11319500,-10332598,-9608871,-9608872,-11515327,-13552857,-14670830,-11971526,-12238564,-11711952,-7828607,-5920344,-5393740,-5065292,-5592670,-8289416,-11643836,?
235,'2019/09/17 10:03:09:882',3,-12103113,-12172258,-11579600,-9276835,-8487061,-8618641,-8553879,-9014432,-10527935,-11646423,-13025498,-12370920,-11910620,-11187145,-10331830,-9673640,-9344676,-9541799,-11383752,-13225449,-13027562,-12634859,-11912160,-7434867,-2234642,-1709073,-2960941,-11053232,-15066613,-15790079,-13028846,-12833520,-11782113,-6515302,-1249545,-986637,-12172477,-15067122,-15724541,-15987712,-13094639,-13162483,-11915746,-10075074,-9549753,-7771540,-12572122,-13885931,-15856125,-16119296,-13028845,-14279673,-12442600,-10603986,-10472396,-10603981,-11785432,-12309466,-15592951,-16053248,-12962795,-13227760,-12243682,-10337987,-9745845,-8362905,-12965336,-14476524,-15592954,-15921663,-13027299,-12569835,-11978464,-8291462,-3882040,-3290160,-8226178,-14277859,-14869232,-15460858,-12366534,-12502759,-12108512,-11319500,-10332854,-9608870,-9608872,-11515326,-13552857,-14670831,-11971782,-12304099,-11711952,-7828606,-5920344,-5393740,-5065293,-5658206,-8289415,-11643836,?
236,'2019/09/17 10:03:09:916',3,-12103112,-12172258,-11579599,-9211300,-8552597,-8553104,-8553878,-9014432,-10527935,-11646680,-13025498,-12370920,-11910619,-11187145,-10331831,-9673641,-9344676,-9541799,-11383752,-13225448,-13027561,-12569324,-11912159,-7434867,-2234642,-1709073,-2960941,-10987697,-15066614,-15790079,-13028845,-12833520,-11847649,-6580839,-1249545,-986637,-12172477,-15067122,-15724541,-16053248,-13094639,-13162483,-11981282,-10075074,-9549753,-7771540,-12571866,-13885931,-15856125,-16119296,-13028845,-14279673,-12507880,-10538706,-10537676,-10603981,-11785175,-12309467,-15592951,-16053248,-12962795,-13227761,-12243682,-10272451,-9745844,-8362905,-12965337,-14476524,-15592954,-15921663,-13027299,-12635371,-11978208,-8291463,-3882040,-3290161,-8226179,-14277860,-14869232,-15460858,-12366534,-12502760,-12108512,-11319501,-10332854,-9608870,-9608872,-11515327,-13552857,-14736110,-11971782,-12238563,-11711953,-7828607,-5920343,-5393740,-5065293,-5658206,-8289416,-11643835,?
237,'2019/09/17 10:03:09:948',3,-12103112,-12172258,-11579600,-9276579,-8487061,-8618641,-8553878,-9014175,-10593471,-11711960,-13025241,-12370920,-11910621,-11187145,-10331831,-9673640,-9344677,-9541799,-11383752,-13225193,-13027561,-12569325,-11912160,-7500660,-2234642,-1708817,-2960941,-10987696,-15066614,-15790080,-13028590,-12833521,-11847649,-6581095,-1249545,-920844,-12106941,-15067122,-15724541,-16053248,-13094638,-13096947,-11981282,-10075074,-9549753,-7771540,-12571866,-13885931,-15856125,-16184576,-13028845,-14279673,-12507880,-10538449,-10472140,-10603981,-11719639,-12309722,-15592695,-16053248,-13028332,-13227761,-12243683,-10272451,-9680308,-8297369,-12899544,-14476525,-15592954,-15921664,-13027299,-12569835,-11978208,-8291720,-3947577,-3290161,-8226178,-14277859,-14869232,-15460858,-12366278,-12502761,-12108512,-11319501,-10332854,-9608871,-9543336,-11515327,-13552857,-14736110,-11971526,-12304099,-11777489,-7828606,-5920344,-5393740,-5065293,-5658206,-8289416,-11643836,?
238,'2019/09/17 10:03:09:982',3,-12103112,-12172259,-11514065,-9276580,-8487061,-8618640,-8553878,-9014175,-10527934,-11646680,-13025242,-12370919,-11910621,-11187145,-10331831,-9673896,-9344676,-9541799,-11383752,-13225450,-13027561,-12569324,-11912159,-7500660,-2300178,-1709073,-2960941,-10987697,-15066614,-15790079,-13028590,-12833520,-11782113,-6581096,-1249545,-921100,-12172477,-15067123,-15724541,-16053248,-13094639,-13096947,-11981282,-10075074,-9549753,-7771540,-12571866,-13885931,-15856125,-16119296,-12963309,-14279673,-12442344,-10603986,-10472140,-10603981,-11719639,-12309722,-15592695,-16053248,-13028332,-13227761,-12243682,-10272451,-9680308,-8297368,-12899544,-14476524,-15592954,-15921664,-13027043,-12635372,-11978208,-8291720,-3947576,-3290161,-8226179,-14343396,-14934768,-15460859,-12366278,-12502760,-12108512,-11319501,-10332854,-9608871,-9608872,-11515327,-13552857,-14736111,-11971526,-12304100,-11711953,-7828607,-5920344,-5393739,-5065292,-5658462,-8289415,-11643835,?
239,'2019/09/17 10:03:10:015',3,-12103112,-12237794,-11579599,-9276835,-8487062,-8618641,-8553878,-9014432,-10593471,-11646680,-13025498,-12370920,-11910619,-11187145,-10331831,-9739433,-9344676,-9541799,-11383753,-13225449,-13027561,-12569324,-11912158,-7500403,-2300178,-1709073,-3026477,-11053489,-15066614,-15790080,-13028846,-12833520,-11782112,-6580839,-1249545,-986637,-12172477,-15067122,-15724541,-15987712,-13094639,-13162483,-11915745,-10075074,-9549753,-7771540,-12571866,-13885931,-15856125,-16119296,-13028845,-14279673,-12442343,-10604241,-10472397,-10603981,-11719639,-12375003,-15592695,-16053248,-12962796,-13227761,-12243682,-10337730,-9680308,-8362905,-12899800,-14476524,-15593210,-15921664,-13027299,-12635372,-11978463,-8291463,-3947576,-3290161,-8291715,-14343395,-14934768,-15460859,-12366534,-12502760,-12174047,-11319500,-10332855,-9608871,-9608872,-11515326,-13618393,-14736367,-11971526,-12304100,-11711952,-7828606,-5920344,-5393740,-5065292,-5658462,-8289416,-11643836,?
